"","Habitat_Breadth_sqrt","y"
"1",0,-4.93336674436887
"2",0.0349909254054545,-4.93336674436887
"3",0.0699818508109091,-4.93336674436887
"4",0.104972776216364,-4.93336674436887
"5",0.139963701621818,-4.93336674436887
"6",0.174954627027273,-4.93336674436887
"7",0.209945552432727,-4.93336674436887
"8",0.244936477838182,-4.93336674436887
"9",0.279927403243636,-4.93336674436887
"10",0.314918328649091,-4.93336674436887
"11",0.349909254054545,-4.93336674436887
"12",0.38490017946,-4.93336674436887
"13",0.419891104865455,-4.93336674436887
"14",0.454882030270909,-4.93336674436887
"15",0.489872955676364,-4.93336674436887
"16",0.524863881081818,-4.93336674436887
"17",0.559854806487273,-4.93336674436887
"18",0.594845731892727,-4.93336674436887
"19",0.629836657298182,-4.93336674436887
"20",0.664827582703636,-4.93336674436887
"21",0.699818508109091,-4.93336674436887
"22",0.734809433514545,-4.93336674436887
"23",0.76980035892,-4.93336674436887
"24",0.804791284325455,-4.93336674436887
"25",0.839782209730909,-4.93336674436887
"26",0.874773135136364,-4.93336674436887
"27",0.909764060541818,-4.93336674436887
"28",0.944754985947273,-4.93336674436887
"29",0.979745911352727,-4.93336674436887
"30",1.01473683675818,-4.93336674436887
"31",1.04972776216364,-4.93336674436887
"32",1.08471868756909,-4.93336674436887
"33",1.11970961297455,-4.93336674436887
"34",1.15470053838,-4.93336674436887
"35",1.18969146378545,-4.93336674436887
"36",1.22468238919091,-4.93329119178339
"37",1.25967331459636,-4.93329119178339
"38",1.29466424000182,-4.93329119178339
"39",1.32965516540727,-4.93329119178339
"40",1.36464609081273,-4.93329119178339
"41",1.39963701621818,-4.93329119178339
"42",1.43462794162364,-4.93329119178339
"43",1.46961886702909,-4.93329119178339
"44",1.50460979243455,-4.93329119178339
"45",1.53960071784,-4.93329119178339
"46",1.57459164324545,-4.93152648764603
"47",1.60958256865091,-4.93152648764603
"48",1.64457349405636,-4.93152648764603
"49",1.67956441946182,-4.93152648764603
"50",1.71455534486727,-4.93152648764603
"51",1.74954627027273,-4.93152648764603
"52",1.78453719567818,-4.93152648764603
"53",1.81952812108364,-4.93152648764603
"54",1.85451904648909,-4.93152648764603
"55",1.88950997189455,-4.88031934541128
"56",1.9245008973,-4.88031934541128
"57",1.95949182270545,-4.88031934541128
"58",1.99448274811091,-4.88031934541128
"59",2.02947367351636,-4.88031934541128
"60",2.06446459892182,-4.88031934541128
"61",2.09945552432727,-4.88031934541128
"62",2.13444644973273,-4.88044861933455
"63",2.16943737513818,-4.88044861933455
"64",2.20442830054364,-4.88044861933455
"65",2.23941922594909,-4.88044861933455
"66",2.27441015135455,-4.88044861933455
"67",2.30940107676,-4.88044861933455
"68",2.34439200216545,-4.8838464547346
"69",2.37938292757091,-4.8838464547346
"70",2.41437385297636,-4.8838464547346
"71",2.44936477838182,-4.8838464547346
"72",2.48435570378727,-4.8838464547346
"73",2.51934662919273,-4.8838464547346
"74",2.55433755459818,-4.88220907558205
"75",2.58932848000364,-4.88220907558205
"76",2.62431940540909,-4.88220907558205
"77",2.65931033081455,-4.88220907558205
"78",2.69430125622,-4.88220907558205
"79",2.72929218162545,-4.88220907558205
"80",2.76428310703091,-4.88450794480134
"81",2.79927403243636,-4.88450794480134
"82",2.83426495784182,-4.88450794480134
"83",2.86925588324727,-4.88450794480134
"84",2.90424680865273,-4.88450794480134
"85",2.93923773405818,-4.88450794480134
"86",2.97422865946364,-4.88450794480134
"87",3.00921958486909,-4.88450794480134
"88",3.04421051027455,-4.88450794480134
"89",3.07920143568,-4.88450794480134
"90",3.11419236108545,-4.88450794480134
"91",3.14918328649091,-4.88450794480134
"92",3.18417421189636,-4.88450794480134
"93",3.21916513730182,-4.88450794480134
"94",3.25415606270727,-4.88450794480134
"95",3.28914698811273,-4.88450794480134
"96",3.32413791351818,-4.88450794480134
"97",3.35912883892364,-4.88450794480134
"98",3.39411976432909,-4.88450794480134
"99",3.42911068973455,-4.88450794480134
"100",3.46410161514,-4.88450794480134
