"","COLUMBIDAE","y"
"1",0,-6.66093512532487
"2",0.0101010101010101,-6.66093512532487
"3",0.0202020202020202,-6.66093512532487
"4",0.0303030303030303,-6.66093512532487
"5",0.0404040404040404,-6.66093512532487
"6",0.0505050505050505,-6.66093512532487
"7",0.0606060606060606,-6.66093512532487
"8",0.0707070707070707,-6.66093512532487
"9",0.0808080808080808,-6.66093512532487
"10",0.0909090909090909,-6.66093512532487
"11",0.101010101010101,-6.66093512532487
"12",0.111111111111111,-6.66093512532487
"13",0.121212121212121,-6.66093512532487
"14",0.131313131313131,-6.66093512532487
"15",0.141414141414141,-6.66093512532487
"16",0.151515151515152,-6.66093512532487
"17",0.161616161616162,-6.66093512532487
"18",0.171717171717172,-6.66093512532487
"19",0.181818181818182,-6.66093512532487
"20",0.191919191919192,-6.66093512532487
"21",0.202020202020202,-6.66093512532487
"22",0.212121212121212,-6.66093512532487
"23",0.222222222222222,-6.66093512532487
"24",0.232323232323232,-6.66093512532487
"25",0.242424242424242,-6.66093512532487
"26",0.252525252525253,-6.66093512532487
"27",0.262626262626263,-6.66093512532487
"28",0.272727272727273,-6.66093512532487
"29",0.282828282828283,-6.66093512532487
"30",0.292929292929293,-6.66093512532487
"31",0.303030303030303,-6.66093512532487
"32",0.313131313131313,-6.66093512532487
"33",0.323232323232323,-6.66093512532487
"34",0.333333333333333,-6.66093512532487
"35",0.343434343434343,-6.66093512532487
"36",0.353535353535354,-6.66093512532487
"37",0.363636363636364,-6.66093512532487
"38",0.373737373737374,-6.66093512532487
"39",0.383838383838384,-6.66093512532487
"40",0.393939393939394,-6.66093512532487
"41",0.404040404040404,-6.66093512532487
"42",0.414141414141414,-6.66093512532487
"43",0.424242424242424,-6.66093512532487
"44",0.434343434343434,-6.66093512532487
"45",0.444444444444444,-6.66093512532487
"46",0.454545454545455,-6.66093512532487
"47",0.464646464646465,-6.66093512532487
"48",0.474747474747475,-6.66093512532487
"49",0.484848484848485,-6.66093512532487
"50",0.494949494949495,-6.66093512532487
"51",0.505050505050505,-6.65915456645995
"52",0.515151515151515,-6.65915456645995
"53",0.525252525252525,-6.65915456645995
"54",0.535353535353535,-6.65915456645995
"55",0.545454545454546,-6.65915456645995
"56",0.555555555555556,-6.65915456645995
"57",0.565656565656566,-6.65915456645995
"58",0.575757575757576,-6.65915456645995
"59",0.585858585858586,-6.65915456645995
"60",0.595959595959596,-6.65915456645995
"61",0.606060606060606,-6.65915456645995
"62",0.616161616161616,-6.65915456645995
"63",0.626262626262626,-6.65915456645995
"64",0.636363636363636,-6.65915456645995
"65",0.646464646464647,-6.65915456645995
"66",0.656565656565657,-6.65915456645995
"67",0.666666666666667,-6.65915456645995
"68",0.676767676767677,-6.65915456645995
"69",0.686868686868687,-6.65915456645995
"70",0.696969696969697,-6.65915456645995
"71",0.707070707070707,-6.65915456645995
"72",0.717171717171717,-6.65915456645995
"73",0.727272727272727,-6.65915456645995
"74",0.737373737373737,-6.65915456645995
"75",0.747474747474748,-6.65915456645995
"76",0.757575757575758,-6.65915456645995
"77",0.767676767676768,-6.65915456645995
"78",0.777777777777778,-6.65915456645995
"79",0.787878787878788,-6.65915456645995
"80",0.797979797979798,-6.65915456645995
"81",0.808080808080808,-6.65915456645995
"82",0.818181818181818,-6.65915456645995
"83",0.828282828282828,-6.65915456645995
"84",0.838383838383838,-6.65915456645995
"85",0.848484848484849,-6.65915456645995
"86",0.858585858585859,-6.65915456645995
"87",0.868686868686869,-6.65915456645995
"88",0.878787878787879,-6.65915456645995
"89",0.888888888888889,-6.65915456645995
"90",0.898989898989899,-6.65915456645995
"91",0.909090909090909,-6.65915456645995
"92",0.919191919191919,-6.65915456645995
"93",0.929292929292929,-6.65915456645995
"94",0.939393939393939,-6.65915456645995
"95",0.94949494949495,-6.65915456645995
"96",0.95959595959596,-6.65915456645995
"97",0.96969696969697,-6.65915456645995
"98",0.97979797979798,-6.65915456645995
"99",0.98989898989899,-6.65915456645995
"100",1,-6.65915456645995
